text,annotations
"the reservoir-fluid offtake would be equivalent to the reservoirgas-injection rate, to maintain the reservoir pressure and to dis-place the gas/liquid interface downwards.producers were to be shut in if their gas/oil ratio (gor)exceeded 2000 v/v, but they had no constraint on water cut.",Gas injection
since normal waterflooding conditions yield f .,Waterflooding
"oil recovery 2.50 sm3 d m3........... hpv 4.9pore volume.............................. cc 401total oil recovery ..................................... hpv 57.6hydrocarbon pore volume ....... cc 304swi ........................................... 24.2pressure ................................ mpa 17.1temperature ............................ c 92table 3 isothermal flue gas sweeping experiment, main resultstable 2 core properties and initial experimental conditionsresidual hpv after fg sweeping ...... cc 128.74residual hpv after isothermal airflood ..... cc 124.3sorg...................................................... 32.1sorg .............................................................. 31.0sgi ...................................................... 43.7sgi ................................................................ 44.8swi ...................................................... 24.2swi ............................................................... 24.2air injection flux.................. sm3 day m2 12.5time of contact.................................... hr 25.4air injection flux.......................... sm3 m2.day 178.6oxygen consumption rate......... sm3 day 0.59x10-3air requirement sm3 of air m3 of reservoir rock 51.4normalized oxygen consumption rate................... sm3 day.m3 of reservoir rock 0.333fuel load......... kg of fuel m3 of reservoir rock 14.8normalized oxygen consumption rate....................... sm3 day.m3 of residual oil 4.58air to fuel ratio.............. sm3 of air kg of fuel 3.47oil production rateoxidation front temperature......................... c 271 vol of oil recovered vol of air injected 3.18 10-3oxidation front velocity............................. m h 0.126oxygen utilization at the combustion fronttable 4 isothermal airflood experiment........................................ of injected oxygen 81.5initial conditions main resultsapparent atomic hydrogen to carbon ratio.......1.35average b ratio...................................................0.065average co2 co co ratio.............................20.0average co2 co n2 ratio..........................0.153table 5 adiabatic airflood - initial conditions main results related to trial 3trial134zonenumber123456789101112thermocouplelocation m 0.0400.1410.2340.3390.4280.5390.6400.7360.8310.9321.0171.063maximumtemperature c 525220103471270292278189247269147table 6 adiabatic airflood maximum temperatures thermocouples locations",Experiments
mercury-air derived drainage pc curves should be used for the primary drainage process to establish the initial sw distributions as ineffective cleaning of core samples does not appear to affect the mercury-air drainage pc curves.,others
"1, 2 in order to achieve commercial production, fracture stimulation is required for all oil wells, injection wells are also commonly fractured to improve injectivity.3 with continuous water treatment for decades, the effectiveness of water flooding performance has been inevitably weakened when the reservoir reaches the middle and later development stages.4 the ultimate oil recovery is estimated to be around 30%, more than 70% of the original oil in place (ooip) remains in the reservoir after waterflooding.5 there is an urgent need to develop and employ new technologies to improve the ultimate oil recovery.",Waterflooding
"camilleri, d. micellar polymer flooding experiments and isons with an improved i-d simulator, ms thesis, u. of texas, austin may 1983 .",Experiments
screening dictated the application of miscible carbon dioxide flooding for the subject reservoir.,CO2 injection
such an application is made as described by smith and stiebers in reporting the determination of 50t with pulsed neutron logs in a field experiment.,Experiments
"according to the field data, some ca ++ disappears in the early stage or up to 30 percent of seawater in produced water, then follows the mixing line beyond that point.",others
"the internal breaker is activated by a ph change and if it were to change during drilling, fluid losses would be observed.",others
residual oil saturation sor is the final oil saturation achieved at the end of laboratory tests.,Experiments
"kunkel, g. c.and bagley, j. w., jr. controlled waterflooding, means queen reservoir, jpt dec. 1965 1385-1388.",Waterflooding
the old vertical wells which were gravel packed were mostly completed with rod-pumps.,others
" waterflood management a case study of the northwest fault block area ofspe 63152prudhoe bay, alaska, using streamline simulation and traditional waterflood analysis7reduced water cyclinginefficient water injection is readily identified on a by well bylayer basis in the simulation.",Waterflooding
we know from experience that aging the sample for longer time (longer than 4-6 weeks) does not result in a stronger oil-wet system for carbonate reservoirs.,others
the presence of high mobile oil saturation in performing queen waterfloods was confirmed by infill drilling.,Waterflooding
2) the laboratory experiments in determining prudhoe rock ion exchange characteristics result in improved predictions of ion concentrations in produced water and explain the apparent disappearance of magnesium in the reservoir.,Experiments
the results suggested that several factors would influence the performance of a co2 injection.,CO2 injection
4.the two-gas injection wells called for by the newdevelopment have been drilled at the crest of the reservoirs and com-pleted with two strings and three packers.,Gas injection
"f 5 t-i or nomenclature vii a ii 11 0.4 dimensionless rw o-w rw ro group describing the ratio of viscous to capillary forces in the waterfloods relative permeability to oil, percent k w at 5w 100 percent relative permeability to water, percent kw at 5w 100 percent effective permeability to water, md volumetric rate, mil sec oil saturation, percent vp initial oil saturation corresponding to 5 wr' percent vp residual oil saturation based on metric data, percent vp residual oil saturation estimated from krw data, percent vp residual oil saturation estimated from residual-initial oil saturation curve, percent vp water saturation, percent vp residual water saturation, percent vp linear velocity, cm sec rock pore volume, ml rock bulk volume, ml flo flw contact angle, dimensionless oil viscosity, poise water viscosity, poise oil-water interfacial tension, dynes cm porosity, percent vb acknowledgment the author wishes to express his appreciation to shell development co. for permission to publish this paper.",Waterflooding
the role of the inert gas injection is totransform the waterflood residual oil in the form of isolated ganglia(trapped by interfacial forces) into thin films separating the gas andwater phases.,"Waterflooding, Gas injection"
spe 54377laboratory studies for light oil air injection projects potential application in handil field11temperature rangeoxidation reactionscombustion reactionsruntmin c tmax c e1 kj mol correlationcoefficient 10-3 e2 kj mol correlationcoefficient 10-3 a15519067955103997b931737998486965c1722074.5196102998d921756098299946table 1 activation energies obtained by isothermal disk reactor experimentscore length............................... cm 111.3flue gas injection flux........................ sm3 day m2 12.5 2.50core average section.............. cm2 15.9oil recovery at fg breakthrough............... hpv 49.1average air permeability...... md 363oil recovery after 4.5 hpv 12.5 sm3 d m2 hpv 52.7average porosity...................... 22.7inc.,Gas injection
the choice of the artificial lift method was governed primarily by the ability to handle sand production.,others
group b has also low entry pressure (though higher than group a) and then the pc increases faster as the water saturation increases.,others
"at soi' the estimated value for k,w of 0.1 percent indicates that the samples had been flooded to a residual water saturation sw,' further, the high values for k,o indicate that the samples retained water-wetness during the experiments, sloce our earlier work at this saturation showed that samples with high k,o values at so, are water-wet.",Experiments
"in the continuous carbonated waterflooding runs, the simultaneous water and co2 injection started after the initial waterflooding and continued until the end of the simulation.","Waterflooding, CO2 injection"
a comparison can be made between historical waterflood pre-treatment decline january 1964 to june 1986 and post-treatment historical waterflood decline january 1964 to may 1992 .,Waterflooding
"8,9 gaucher and lindley10 presented a paper contained results from an experiment conducted on scaled reservoir models with a five-spot waterflood pattern.","Waterflooding, Experiments"
the experiments were carried out in an air bath and a constant temperature of 30 c was maintained throughout the experiments by using an electric heater and a temperature controller.,Experiments
"this oil eventually could be produced by gravity orviscous forces.1,2in another series of experiments, oren studiedmobilization of waterflood residual oil by gas injection in water-wetconditions with micromodels.","Waterflooding, Gas injection, Experiments"
this type of diagnostic information is a key enabler in model-based waterflood management.,Waterflooding
multi-target well completed with gravel pack and swelling packer  3.,others
"chemical analysis of virgin and oxidized reservoir oils gas and liquid chromatography, sara analysis, elementaryanalysis chons, mass spectrometry analysis, infra-redspectrometry.all these laboratory experiments provide a comprehensivedata set necessary for further representative simulations with athermal reservoir model of the air injection process at fieldscale.",Experiments
coreflood results showed that both secondary and tertiary cwi recovered additional oil compared to water flooding.,Waterflooding
the locations of these waterfloods in relation to the six redevelopment projects are shown by figure 5.,Waterflooding
"there may be several layers among all the layers constructing the reservoir that do not necessarily exhibit an absolute trend, but still considered to generally follow either one of the two trends.",others
conclusions this massive optimization technique has been used in the san francisco field for rearranging the waterflooding of the upper caballos layers.,Waterflooding
iptc 10330  5 by injection were measured.,others
the laboratory work confirms that magnesium and calcium were adsorbed onto the clays if the formation water was replaced with seawater.,Experiments
"the actual data of oil exploitation and core experiments show that there are three types of relation-ships, i.e.",Experiments
"the mainphysical parameters given by this experiment are 1. the oxygen uptake potential by the residual oil left afterthe flue gas sweeping, at reservoir temperature ,2. the characteristics of the oxidation process at reservoirtemperature.high temperature adiabatic airflood experiment.",Experiments
"for those in china, where reservoirs are mainly characterized as heterogeneous layers and viscous crude oil, proper evaluation criteria for co2-eor and sequestration should be developed.",CO2 injection
"this period saw the change ofthe production-wells pattern, from the water-injection phase to thenew gas-injection phase, several updip wells were closed, the wellsof the first concentric row were opened, and most jobs for opti-mization of the perforations took place during that period.","Waterflooding, Gas injection"
"after the implementation of nitrogen injection, peak production has reached to more than 2 million stb d in early 2000s.",Gas injection
"fluid flow simulation the behavior of the co2 in the reservoir, although different from the oil behavior, has enough similarities to allow us to use analogous techniques to better understand, predict, and manage a co2-eor flood.",CO2 injection
"in addition, imbibition capillary pressure curves were repeated on the samples that had gone through the further cleaning method (2).",others
"introduction co2 injection has been used as a commercial process for enhanced oil recovery (eor) since the 1970s and is the second-most applied eor process in the world (jarrell et al., 2002).",CO2 injection
a third pertinent observation is that 50t established by a normal waterflood could not be reduced significantly by a subsequent 100-to 500-fold increase in the rate of injection of the flood water.,Waterflooding
"however, there is no correlation of sor with porosity across the groups.",others
the pvt cell used for the experiment has been designed to perform at pressures up to 70 mpa and temperatures up to 150 .,Experiments
"during eor experiments, the laboratory should always be encouraged to:   actively look for and report any evidence of asphaltene deposition.",Experiments
"notes when solid recovery is available from wells, laboratory analysis is done to select best stimulation treatment recipe.",Experiments
"the simulated scenarios are: base case: injection of 1 mmcfd for 6 weeks, case 2: injection of 1 mmcfd for 12 weeks, case 3: injection of 2 mmcfd for 6 weeks, case 4 injection of 2 mmcfd for 12 weeks and primary production case without co2 injection.",CO2 injection
"since iron is the dominant element in prudhoe siderite, the lution rates were developed by matching fe effluent concentrations of the coreflood experiment.",Experiments
"coz solubility in the aqueous phase the correlation of the c02 solubility in prudhoe bay formation water as a function of pressure, temperature, and its mole fraction in the gas phase was furnished from laboratory experiments as follows r c02 temp i 20.595 press-124.572 1.",Experiments
"these lessons provided empirical changes to the models and assisted in optimizing the drill string design, whipstock placement, and improving drilling practice to reach the target depth.",others
north-south cross section oil gor gas injection bsw whfp after water-flooded oil-rim sorw 25 sorw,Gas injection
the compositional measurements clearly confirm that fiasphaltenefl precipitation occurs during gas injection and that the properties of the heavy end fraction are significantly reduced.,Gas injection
waterfloods with normal water usually leave from one-third to one-half the oil initially present in a reservoir as immobile globules distributea through the pores of the rock.,Waterflooding
"4  spe 92858  the study confirmed the efficacy of the processes, where very low residual oil saturations are achieved around the first row producers and remaining mobile oil areas have been swept by the gas.",others
gas injection continues in proportion to the total field production.,Gas injection
"on the basis of the simulation model and input data, it was observed that the flood front caused by waterflooding in the lower shaunavon reservoir is ex-tremely slow and considered negligi-ble with respect to the simulated time frame.",Waterflooding
considerable laboratory work has been conducted during the intervening years8-12 but almost exclusively in short-core tests.,Experiments
conclusions meor is an affordable technology which can be quickly and easily installed in existing waterfloods.,Waterflooding
"it was found that depending on co2 injection pressure, different injection schemes can lead to variant accumulative heavy oil productions and co2 storage capacities.",CO2 injection
"in addition, cased hole production logs and open hole logs from wells drilled after the start of gas re-injection provided information on the movement of gas in the reservoir.",Gas injection
"it was expected that 57,000 lbs of gravel would be needed and at the end of a successful conclusion, just over 64,000 lbs were placed below the packer.",others
"therefore, plain acid reactivity data properly generated with optimized rotating disc experiments can be useful for a broad range of acid systems.",Experiments
typical gas injection response can be seen in the fig.,Gas injection
the field has been under a waterflood scheme since 1989.,Waterflooding
contents of the paper have not been reviewed by the offshore technology conference and are subject to correction by the author(s).,others
"however, some producers had to be shut in already because ofexcessive gor.after 21/2years of gas injection, most of the first-row producershad been shut in and the bulk of the production was ensured by thesecond row and some third-row wells.the wells shut in because their gors exceeded the limit andhad regularly been reopened, as dictated by the production philos-ophy.",Gas injection
"  3 3  both in laboratory and pilot field test,6-12 however, co2 flooding projects have not been carried out widely in china.","CO2 injection, Experiments"
"indeed, the higher porosity levels obtained with crushedcore experiments result in larger quantities of oil being burnedper volume of reservoir rock.",Experiments
"furthermore, laboratory experiments attempting to divert acid from one reactive core to another have shown that the maximum flow contrast that can be diverted is about 10 to 20.",Experiments
"in an experimental study, seyyedi and sohrabi53 studied the influence of cw on spontaneous imbibition.",Experiments
spe 54377laboratory studies for light oil air injection projects potential application in handil field15figure 10 adiabatic disk reactor experiment run b analysis of produced gasesfigure 11 isothermal flue gas sweeping experiment oil recovery profilefigure 12 isothermal flue gas sweeping experiment gas analysis,Experiments
it is anticipated that pilot projects will be initiated to assess the effectiveness of gas injection.,Gas injection
the paper concludes with recommendations for modifications to analytical programs for investigating gas injection processes which would lead to a better understanding of the fluid behaviour.,Gas injection
" v an adiabatic airflood experiment was carried out andshowed the feasibility of following under adiabatic conditions,the displacement of a high temperature oxidation front inconsolidated medium.",Experiments
"3-5 the eor methods considered are gas injection, chemical flooding, and thermal recovery.",Gas injection
"figure 1 reservoir simulation model for a representative mature waterflood, with 2 injectors and 7 producers.",Waterflooding
"a co2-eor and sequestration pilot was proposed at teapot dome oil field, targeting the fractured tensleep fm.",CO2 injection
"figure 6 shows a typical gas injection response observed on one of the row 1 wells in which the oil production has stabilized, the bsw decreases and the gor and the whfp gradually increase.",Gas injection
on handil two techniques have been selected as an alternative or a continuation of tertiary gas injection: second contact water displacement (scwd) and air injection.,Gas injection
it is believed that boron is nonreactive under reservoir conditions.,others
a good formation cleanup was critical to achieve the target injection rate.,others
the model suggested a minimum of 1500m of smaller od drillpipe required at the bottom of the drill string in order to reduce total torque.,others
"adding a producer r1a to the reservoir added 1 mmstb of oil to the cumulative production till 2036 injecting water proved to supplement the life of well r1a till 2044 miscible co2 flood doubled the oil rate yielded additional 3.7 mmstb of oil till 2044 references ali, s.a., awan, u., shafqatullah and rasheed, u.",CO2 injection
"after technical screening criteria have been met, other items that will be taken into consideration are cost of the project, laboratory work, and a computer simulation to predict the amount of oil recovery.",Experiments
the whole process of experiment and data acquisition is automatically controlled by a computer.,Experiments
"the oilbeing in excess in the core during the experiment, thehypothesis 1 is generally well verified.",Experiments
the ph remained stable during drilling.,others
air injection in waterflooded light oil reservoirs as present in handil is basically a classical gas injection in which the same mechanisms are active as in the lean gas injection technique.,Gas injection
"a good h2s predictor will require a three-phase simulator because of the partition of h2s in oil, water, and gas phases.",others
"therefore, the main challenge in the current gas-injection projecthas been to optimize the net gas injection to perform a piston-likedisplacement with gas fingering as limited as possible, the goal is toachieve a controlled expansion of the free-gas zone in the reservoirs,eventually down to the depth of the initial water/oil contact.adapting the monitoring policyin july 1998 revised monitoring guidelines were introduced,which aimed at stopping the series of high injection-rate levels(above recommended average rate) after low gas-injection periods.",Gas injection
"in addition to these, because nitrogen injection is an ongoing process, the double displacement mechanism is in place.",Gas injection
"four different scenarios were tested as potential schemes for the projected co2-eor pilot, which consisted on the injection of: 1) 1 mmcfd for 6 weeks, 2) 1 mmcfd for 12 weeks, 3) 2 mmcfd for 6 weeks and 4) 2 mmcfd for 12 weeks.",CO2 injection
those oil reservoirs suitable for co2 eor with large ooip will be the preferred sites for co2 storage.,CO2 injection
"on the other hand, when the more permeable layers are on the lower part of the reservoir, since viscous crossflow still moves toward the same direction (oil flows from the less to the more permeable layers at the leading front and water flows counter-currently at the trailing front) and gravity forces still forces water to drain into the lower part of the reservoir, the effect of gravity crossflow is no longer favorable.",others
"in our experiment, about 39.7% of the injected co2 was stored at the end of the secondary cwi process.","CO2 injection, Experiments"
this acceleration is required to ensurethe necessary production potential because the injection of gas intothe oil reservoirs mobilizes 67 mmscf/d on average of the avail-able total capacity.,Gas injection
"thisis one of the main objectives of the air injection experiments.spe 54377laboratory studies for light oil air injection projects potential application in handilfieldc dric clara, spe, marc durandeau, spe, g rard quenault, total exploration production,t yet-hang nguyen, centre national de la recherche scientifique",Experiments
"6 spe 110882 enchanced oil recovery eor the lean gas injection in an oil reservoir is primarily an immiscible displacement process which, when the reservoir has already undergone waterflooding, becomes a double displacement process ddp , also called gravity assisted tertiary gas injection.","Waterflooding, Gas injection"
"several field cases, water injection design and analysis tools for quantifying the impact on flood and well performance are presented.",Waterflooding
results of this integrated analysis led to a comprehensive laboratory study to identify the appropriate gel formulation e.g.,Experiments
"the crestal injection of gas intends to sweep back the remaining mobile oil towards the producer wells gasflooding and secondly, re-mobilize part of the capillary trapped oil at sorw .",Gas injection
mixed culture microbial enhanced waterflood 4 tertiary meor case study spe 24820 result of implementation of meor in october 1990.,Waterflooding
"based on the experimental results discussed in this paper, the following conclusions can be drawn: 1.",Experiments
"therefore, whatever the oxidation zone lookslike, the air injection process in a light oil reservoir iscomparable to a classical gas injection with flue gas.",Gas injection
waterflooding of a 10-wps model.,Waterflooding
the comparison between theoretical andmeasured heat rates proved that adiabatic conditions were wellrespected in the experiments as shown in figure 7.,Experiments
the objective of this part is to confirm whether cleaning was the reason for the discrepancy between the water-oil and hg-air data.,others
 spe 153912 waterflood management based on well allocation factors for improved sweep efficiency model based or data based ,Waterflooding
"thus, there is less c03 --in the aqueous phase and, consequently, excess hc03-gradually disappears as well, as illustrated in both figures.",others
the authors also thank james r. chatham for conducting the ion exchange experiments and linda verkruyse for performing the clave ph measurements.,Experiments
this is consistent with laboratory ion exchange experiments and field data figure 19 .,Experiments
"electronic reproduction, distribution, or storage of any part of this paper without the written consent of the offshore technology conference is prohibited.",others
siderite dissolution kinetics were developed by a laboratory coreflood experiment using the dissolution rate constant as an adjustable parameter.,Experiments
"as a result, gas injection was stopped in 2001 and water injection into the gas caps was started for pressure maintenance and to prevent oil from resaturating the gas cap.","Waterflooding, Gas injection"
"however, runolithofacies a summary in order to test the feasibility of the co2-eor pilot project at teapot dome, we performed a 3d stochastic reservoir model and fluid flow simulation of the fractured tensleep fm.",CO2 injection
indications of the breaker working are: observed fluid losses when tagging for upper completion space-out and when finally landing the upper completion.,others
4 the redevelopment of depleted queen waterflood projects in the permian basin spe 23956 2.,Waterflooding
"in 1976, stiles authored a paper on optimt'zt ng waterflood recovery in the clearfork 4.",Waterflooding
a1 to 13 in appendix a shows the regressed experiments.,Experiments
"part of the, through gas injection, remobilized oil would then be swept by water, instead of being produced by the slow gravity drainage process.",Gas injection
"in this work we develop a 3d reservoir model and fluid flow simulation of the fractured tensleep formation using geomechanical constraints in advance of a proposed co2-eor and sequestration pilot at teapot dome oil field, wy.",CO2 injection
"by use of parameters obtained from the history match, a representative model was built and a sensitivity study was performed on hydraulic-fracture spacing and well spacing in both primary-depletion and waterflood scenarios.",Waterflooding
the baseline geological characterization work that will be conducted over the course of this project will also provide valuable data to support the design and implementation of an injection production scheme for large-scale co2 eor and storage at the bell creek oil field.,CO2 injection
"second, since the two measurements use different fluid systems, the contact angle (i.e., wettability) and its hysteresis may show different behaviours during the pc experiments which, if not taken into account properly, may also complicate the conversion from mercury injection to oil-brine pc measurements.",Experiments
gas injection into the horizontal wells completed in the low kv kh intervals of upper zone 4 did not transmit pressure vertically.,Gas injection
"abou-sayed, a., zaki, k. and roehl, e. fiassessment of produced water injection performance during waterflooding of a north sea field using data mining techniquesfl paper spe 95328 presented at 2005 offshore europe held in aberdeen, scotland, 6-9 september 2005.",Waterflooding
to monitor the performance of the gas re-injection strategy comprehensive surveillance activities were undertaken to refine gas injection rate and distribution between the different injectors.,Gas injection
"4 cmtc 151183 however, at higher co2 injection pressure, the amount of co2 stored inside the model is higher in carbonated water slug injection in comparison with that in pure co2 slug injection.",CO2 injection
